Менші підрозділи,Unnamed: 1,"Роти, батареї","Батальйони, дивізіони",Unnamed: 4,unit_ru,unit_en,unit,uhit_short,division_ru,division_en,division,army_ru,army_en,army,district,main,mil_part,city,region,ru_s,ru_f,crimes,location,ua_f,ua_s,sourse
ffff,ffff,ffff,ffff,ffff,174-й гвардейский истребительный авиационный печенгский краснознамённый полк имени б. ф. сафонова,174th-Guards-Fighter-Aviation-Regiment,174-й гвардійський винищувальний авіаційний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,Невідомо,Мончегорск,Мурманская область,67.939903,32.931679,,,,,
ffff,ffff,ffff,ffff,ffff,"100-й отдельный корабельный истребительный авиационный полк,",100th-Separate-Fighter-Aviation-Regiment,100-й окремий винищувальний авіаційний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,в/ч 61287,г. Североморск,Мурманская область,69.07597115,33.416453297647166,,,,,
ffff,ffff,ffff,ffff,ffff,"279-й отдельный корабельный истребительный авиационный смоленский краснознамённый полк имени дважды героя советского союза б. ф. сафонова,",279th-Separate-Fighter-Aviation-Regiment,279-й окремий винищувальний авіаційний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,в/ч 98613,г. Североморск,Мурманская область,69.07597115,33.416453297647166,,,,,
ffff,ffff,ffff,ffff,ffff,403-й отдельный смешанный авиационный полк,403rd-Separate-Aviation-Regiment,403-й окремий авіаційний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,в/ч 49324,г. Североморск,Мурманская область,69.07597115,33.416453297647166,,,,,
ffff,ffff,ffff,ffff,ffff,830-й отдельный корабельный противолодочный вертолётный полк,830th-separate-helicopter-regiment,830-й окремий вертольотнйи полк,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,в/ч 87268,г. Североморск,Мурманская область,69.07597115,33.416453297647166,,,,,
ffff,ffff,ffff,ffff,ffff,216-й полк бпла,216th-regiment-of-UAV,216-й полк БПЛА,ffff,ffff,Army-subordination,Армійського підпорядкування,45-я армия ВВС и ПВО,The-45th-Army-of-Air-Force-and-Air-Defense,45-та армія ВВС та ППО,Північний флот,Армія РФ,Невідомо,г. Североморск,Мурманская область,69.07597115,33.416453297647166,,,,,
ffff,ffff,ffff,ffff,ffff,338-я гвардейская реактивная артиллерийская двинская ордена александра невского бригада,338-Guards-reactive-artillery-brigade,338-ма гвардійська реактивна артилерійська бригада, 338 гв. реабр.,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 57367,г. Уссурийск.,Приморский край,43.8260569,131.9197259,Yes,Україна,30.53048327570905,50.4381873370742,
ffff,ffff,ffff,ffff,ffff,38-я зенитная ракетная бригада ,38-anti-aircraft-missile-brigade,38-ма зенітна ракетна бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,с. Птичник),Еврейская автономная область,48.7514649089865,132.9556444502786,,,,,
ffff,ffff,ffff,ffff,ffff,"14-я отдельная инженерная гвардейская барановичская краснознамённая, ордена красной звезды бригада",14th-Separate-Guards-Engineering-Brigade,14-та окрема гвардійська інженерна бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 30763,п. Вятское,Хабаровский край,48.7274965,135.725438,Yes,Україна,30.530483275709052,50.43818733707421,
ffff,ffff,ffff,управление,ffff,16-я отдельная хинганская бригада рхб защиты,16th-Separate-Kinghansk-Brigade-of-RCB-Protection,16-та окрема хинганська бригада рхб захисту,16 обрхбз.,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 07059,г. Лесозаводск,Приморский край,45.4455308,133.3811817,Yes,Україна,30.53048327570904,50.43818733707409,
ffff,ffff,ffff,ffff,ffff,17-я отдельная бригада рэб ,17th-Separate-Brigade,17-та окрема бригада РЄБ,17 обррэб.,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 11666,село Матвеевка,Хабаровский край,48.5477743,135.1875852,Yes,Україна,30.53048327570905,50.43818733707415,
ffff,ffff,ffff,ffff,ffff,104-я клужская орденов суворова и кутузова бригада управления,104th-Management-Brigade,104-та бригада управління,104 бру.,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 16788,Красной речке.,Хабаровский край,48.37649758276367,135.052487042934,Yes,Україна,30.53048327570905,50.43818733707417,
ffff,ffff,ffff,ffff,ffff,106-я бригада (территориальная) связи,106th-communication-brigade,106-та бригада зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,Дальнере́ченск,Приморский край,45.9337195,133.7349056,,,,,
ffff,ffff,ffff,ffff,ffff,101-я отдельная бригада мто,101st-communication-brigade,101-ша бригада зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,ffff,ffff,102-я отдельная бригада мто,102nd-communication-brigade,102-га бригада зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,Сосновый Бор,Республики Бурятия,51.8219635,107.6330008,,,,,
ffff,ffff,ffff,ffff,ffff,103-я отдельная бригада мто,103-day-communication-brigade,103-тя бригада зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,г. Белогорск,Амурская область,50.8742679,128.5525541,,,,,
ffff,ffff,ffff,ffff,ffff,104-я отдельная бригада мто,104th-communication-brigade,104-та бригада зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,г. Чита,Забайкальский край,52.0257805,113.5489477,,,,,
ffff,ffff,ffff,ffff,ffff,7-я отдельная железнодорожная ордена трудового красного знамени бригада,7th-separate-railway-brigade,7-ма окрема залізнична бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,г. Комсомольск-на-Амуре,Хабаровский край,50.542067450000005,137.0245916300051,,,,,
ffff,ffff,ffff,ffff,ffff,50-я отдельная железнодорожная бригада,50th-Separate-Railway-Brigade,50-та окрема залізнична бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 03415,Свободный,Амурская область,51.377354,128.13475,,,,,
ffff,ffff,ffff,ffff,ffff,212-й гвардейский окружной учебный венский орденов ленина и кутузова центр подготовки младших специалистов (танковых войск) имени генерал-лейтенанта и. н. руссиянова,212th-Training-Center,212-й навчальний центр,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,Невідомо,г. Чита,Забайкальский край,52.0257805,113.5489477,Yes,Україна,30.530483275709074,50.4381873370744,
ffff,ffff,ffff,ffff,ffff,Управління 5-ї армії,Management-of-the-5th-Army,Управління 5-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 06426,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 127-ї мотострілецької дивізії,Management-of-the-127th-Motorial-Division,Управління 127-ї мотострілецької дивізії,ffff,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 44980,с. Сергеевка,Приморский край,44.33358994807849,131.66363878112438,,,,,
ffff,ffff,ffff,ffff,ffff,"114-й гвардейский мотострелковый духовщинско-хинганский ордена октябрьской революции, краснознамённый, ордена суворова полк",114th-Guards-Motorized-Rifle-Regiment,114-й гвардійський мотострілецький полк,114 гв. мсп.,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 24776,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,ffff,ffff,394-й мотострелковый краснознамённый полк,394th-Motorized-Rifle-Regiment,394-й мотострілецький полк,ffff,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 25573,с. Сергеевка,Приморский край,44.33358994807849,131.66363878112438,,,,,
ffff,ffff,ffff,ffff,ffff,218-й танковый полк,218th-tank-regiment,218-й танковий полк,28 тп,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 82588,пгт Липовцы,Приморский край,44.19898794380594,131.7217396432606,,,,,
ffff,ffff,ffff,ffff,ffff,872-й самоходный артиллерийский витебско-хинганский ордена александра невского полк,872th-self-propelled-artillery-regiment,872-й самохідний артилерійський полк,ffff,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 75234,с. Сергеевка,Приморский край,44.33358994807849,131.66363878112438,,,,,
ffff,ffff,ffff,ffff,ffff,1171-й зенитный ракетный полк,1171th-anti-aircraft-missile-regiment,1171-й зенітний ракетний полк,ffff,127-я мотострелковая ордена Кутузова дивизия,127th-Motorized-Division,127-ма мотострілецька дивізія,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 65484,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,управление,ffff,60-я отдельная мотострелковая краснознамённая бригада,The-60th-Separate-Motorized-Rifle-Brigade,60-та окрема мотострілецька бригада, 60 омсбр.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 16871,с. Камень-Рыболов,Приморский край,44.7421984,132.0467903,Yes,Україна,30.530483275709,50.43818733707366,https://t.me/rf200_nooow/1444
ffff,ffff,ffff,управление,ffff,"57-я отдельная гвардейская мотострелковая красноградская краснознамённая, ордена суворова бригада",57-Separate-Guards-Motorized-Rifle-Brigade,57-ма окрема гвардійська мотострілецька бригада,57 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 46102,г. Бикин,Приморский край,46.81680015881605,134.2720664073446,Yes,Україна,30.530483275708995,50.43818733707361,
ffff,ffff,ffff,ffff,ffff,305-я артиллерийская гумбинненская ордена красной звезды бригада,305th-Artillery-Brigade,305-та артилерійська бригада,305 абр.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 39255,г. Уссурийск.,Приморский край,43.8260569,131.9197259,Yes,Україна,30.530483275709067,50.43818733707437,
ffff,ffff,ffff,ffff,ffff,20-я гвардейская ракетная берлинская дважды краснознамённая бригада,20th-Guards-Missile-Brigade,20-та гвардійська ракетна бригада,20 гв. рбр.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 92088,г. Уссурийск.,Приморский край,43.8260569,131.9197259,Yes,Україна,30.530483275709056,50.43818733707424,
ffff,ffff,ffff,ffff,ffff,8-я зенитная ракетная шавлинская ордена кутузова бригада ,8th-anti-aircraft-missile-brigade,8-ма зенітна ракетна бригада,8 зрбр.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 36411,г. Уссурийск.,Приморский край,43.8260569,131.9197259,Yes,Україна,30.530483275709045,50.43818733707413,
ffff,ffff,ffff,ffff,ffff,"80-я витебская краснознамённая, ордена александра невского бригада управления",80th-Management-Brigade,80-та бригада управління,80 бру.,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 19288,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,ffff,ffff,25-й полк рхб защиты,25th-Regiment-of-RCB-protection,25-й полк рхб захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 58079,г. Лесозаводск,Приморский край,45.4455308,133.3811817,Yes,Україна,30.53048327570904,50.43818733707408,
ffff,ffff,ffff,ffff,ffff,35-й инженерно-сапёрный полк,35th-engineering-sapl,35-й інженерно-саперний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,в/ч 43294,п. Раздольное,Приморский край,43.5481737,131.9019264,Yes,Україна,30.53048327570904,50.43818733707406,
ffff,ffff,ffff,ffff,ffff,93-я топографическая часть,93th-topographic-part,93-тя топографічна частина,ffff,ffff,Army-subordination,Армійського підпорядкування,5-я общевойсковая Краснознамённая армия,5th-Army,5-та армія,Східний військовий округ,Армія РФ,Невідомо,г. Уссурийск.,Приморский край,43.8260569,131.9197259,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 29-ї армії,Management-of-the-29th-Army,Управління 29-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,Невідомо,г. Чита,Забайкальский край,52.0257805,113.5489477,,,,,
ffff,ffff,ffff,управление,ffff,36-я отдельная гвардейская мотострелковая лозовская краснознамённая бригада,36th-Separate-Guards-Motorized-Rifle-Brigade,36-та окрема гвардійська мотострілецька бригада,36 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 06705,г. Борзя,Забайкальский край,50.3911075,116.52885296469157,Yes,Україна,30.530483275708967,50.43818733707338,
ffff,ffff,ffff,ffff,ffff,200-я артиллерийская бригад,The-200th-Artillery-Brigade,200-та артилерійська бригада, 200 абр.,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 48271,пгт. Дровяная,Забайкальский край,51.5844454,112.9984432,Yes,Україна,30.530483275709067,50.43818733707436,
ffff,ffff,ffff,ffff,ffff,3-я ракетная бригада,3rd-missile-brigade,3-тя ракетна бригада, 3 рбр.,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 33558,пгт Горный,Забайкальский край,51.5844454,112.9984432,Yes,Україна,30.530483275709056,50.43818733707425,
ffff,ffff,ffff,ffff,ffff,140-я зенитная ракетная борисовская ордена кутузова бригада,140th-anti-aircraft-missile-brigade,140-та зенітна ракетна бригада,140 зрбр.,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 32390,Домна,Забайкальский край,51.896191,113.157509,,,,,
ffff,ffff,ffff,ffff,ffff,101-я хинганская бригада управления,101st-Management-Brigade,101-ша бригада управління,101 бру.,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 38151,г. Чита,Забайкальский край,52.0257805,113.5489477,Yes,Україна,30.530483275709063,50.4381873370743,
ffff,ffff,ffff,ffff,ffff,19-й отдельный полк рхб защиты,19th-Separate-Regiment-of-RCB-Protection,19-й окремий полк РХБ захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,29-я общевойсковая армия,29th-Army,29-та армія,Східний військовий округ,Армія РФ,в/ч 56313,пгт Горный,Забайкальский край,51.5844454,112.9984432,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 35-ї армії,Management-of-the-35th-Army,Управління 35-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 02492,г. Белогорск,Амурская область,50.8742679,128.5525541,,,,,
ffff,ffff,ffff,управление,ffff,"38-я отдельная гвардейская мотострелковая витебская ордена ленина, краснознамённая, ордена суворова бригада",38th-Separate-Guards-Motorized-Rifle-Brigade,38-я окрема гвардійська мотострілецька бригада,38 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 21720,с. Екатеринославка,Амурская область,50.37221107816961,129.1047157023831,Yes,Україна,30.53048327570897,50.43818733707343,
ffff,ffff,ffff,управление,ffff,64-я отдельная гвардейская мотострелковая бригада,64th-Separate-Motorized-Rifle-Brigade,64-та окрема мотострілецька бригада, 64 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 51460,с. Князе-Волконское,Хабаровский край,48.4674107,135.4542243,Yes,Буча,30.530483275709,50.43818733707367,https://t.me/informnapalm/7685
ffff,ffff,ffff,управление,ffff,"69-я отдельная свирско-померанская краснознамённая ордена красной звезды, амурская казачья бригада прикрытия",69th-occouple-brigade-of-cover,69-та окурема бригада прикриття, 69 обрп.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 61424,Бабстово,Еврейская автономная область,48.1210685,132.4749276,Yes,Україна,30.530483275709074,50.43818733707439,
ffff,ffff,ffff,ffff,ffff,"107-я ракетная мозырская ордена ленина, краснознамённая бригада",107-missile-brigade,107-ма ракетна бригада,107 рбр.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 47062,г. Биробиджан,Еврейская автономная область,48.7939707,132.92666437976249,,,,,
ffff,ffff,ffff,ffff,ffff,"165-я артиллерийская пражская краснознамённая, орденов кутузова и богдана хмельницкого бригада",165th-Artillery-Brigade,165-та артилерыйська бригада,165 абр.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 02901,г. Белогорск,Амурская область,50.8742679,128.5525541,Yes,Україна,30.530483275709056,50.43818733707427,
ffff,ffff,ffff,ffff,ffff,71-я зенитная ракетная бригада,71st-anti-aircraft-missile-brigade,71-ша зенітна ракетна бригада,71 зрбр.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 01879,г. Белогорск,Амурская область,50.8742679,128.5525541,Yes,Україна,30.53048327570904,50.4381873370741,
ffff,ffff,ffff,ffff,ffff,54-я ордена красной звезды бригада управления,54th-Management-Brigade,54-та бригада управління, 54 бру.,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 53790,г. Белогорск,Амурская область,50.8742679,128.5525541,Yes,Україна,30.53048327570899,50.43818733707357,
ffff,ffff,ffff,ffff,ffff,35-й полк рхб защиты,35th-Regiment-of-RCB-Protection,35-й полк РХБ захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,35-я общевойсковая Краснознамённая армия,35th-Army-Army,35-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 59792,г. Белогорск,Амурская область,50.8742679,128.5525541,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 36-ї армії,Management-of-the-36th-Army,Управління 36-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 05776,г. Улан-Удэ,ffff,51.82746976801437,107.6326352697436,,,,,
ffff,ffff,ffff,управление,ffff,"5-я отдельная гвардейская танковая тацинская краснознамённая, ордена суворова бригада",5th-Capital-Guardian-Tank-Brigade,5-я окрема гвардійська танкова бригада,5 гв. отбр.,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 46108,г. Улан-Удэ,Республики Бурятия,51.82746976801437,107.6326352697436,Yes,Буча,30.53048327570897,50.43818733707342,
ffff,ffff,ffff,управление,ffff,"37-я отдельная гвардейская мотострелковая будапештская краснознамённая, ордена красной звезды донская казачья бригада имени е. а. щаденко",37-Separate-Motorized-Rifle-Brigade,37-ма окрема мотострілецька бригада,37 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 69647,г. Кяхта,Республики Бурятия,50.34206168173014,106.4646864755539,Yes,Макаров,30.530483275708967,50.43818733707339,https://www.facebook.com/dima.replianchuk/posts/5110515922349260
ffff,ffff,ffff,ffff,ffff,30-я артиллерийская бригада,30th-Artillery-Brigade,30-та артилерійська бригада,30 абр.,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 62048,г. Улан-Удэ,Республики Бурятия,51.82746976801437,107.6326352697436,Yes,Україна,30.530483275709063,50.43818733707433,
ffff,ffff,ffff,ffff,ffff,"103-я ракетная краснознамённая, орденов кутузова и богдана хмельницкого бригада",The-103rd-missile-brigade,103-тя ракетна бригада,103 рбр.,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 47130,г. Улан-Удэ,Республики Бурятия,51.82746976801437,107.6326352697436,Yes,Україна,30.530483275709056,50.43818733707426,
ffff,ffff,ffff,ffff,ffff,35-я зенитная ракетная бригада,35th-anti-aircraft-missile-brigade,35-та зенітна ракетна бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 34696,г. Улан-Удэ,Республики Бурятия,51.82746976801437,107.6326352697436,,,,,
ffff,ffff,ffff,ffff,ffff,75-я бригада управления,75th-Management-Brigade,75-та бригада управління,75 бру.,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 01229,г. Улан-Удэ,Республики Бурятия,51.82746976801437,107.6326352697436,Yes,Україна,30.53048327570906,50.43818733707429,
ffff,ffff,ffff,ffff,ffff,н-й инженерно-сапёрный полк,N-ni-engineering-sapper-regiment,N-ний інженерно саперний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,Невідомо,г. Кяхта,Республики Бурятия,50.34206168173014,106.4646864755539,,,,,
ffff,ffff,ffff,ffff,ffff,26-й полк рхб защиты,26th-Regiment-of-RCB-Protection,26-й полк РХБ захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,36-я общевойсковая армия,36th-Army-Army,36-та загальновійськова армія,Східний військовий округ,Армія РФ,в/ч 62563,п. Онохой,Республики Бурятия,51.909640210712936,108.03128009028926,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 18-ї кулеметно-артилерійської дивізії,Management-of-the-18th-machine-gun-artillery-division,Управління 18-ї кулеметно-артилерійської дивізії,ffff,18-я пулемётно-артиллерийская дивизия,18th-Machlement--Artillery-Division,18-та кулементно -артилерійська дивізія,68-й армейский корпус,68th-Army-Corps,68-й армійський корпус,Східний військовий округ,Армія РФ,Невідомо,Горячие Ключи,Cахалинская область,52.04327062420963,143.083430027038,,,,,
ffff,ffff,ffff,ffff,ffff,46-й пулемётно-артиллерийский (ранее 484) полк,46th-machine-gun---artillery-regiment,46-й кулеметно - артилерійський полк,ffff,18-я пулемётно-артиллерийская дивизия,18th-Machlement--Artillery-Division,18-та кулементно -артилерійська дивізія,68-й армейский корпус,68th-Army-Corps,68-й армійський корпус,Східний військовий округ,Армія РФ,в/ч 71435,пос. Лагунное,Cахалинская область,52.07080221865515,142.34362102947892,Yes,Україна,30.530483275709077,50.43818733707442,
ffff,ffff,ffff,ffff,ffff,49-й пулемётно-артиллерийский (ранее 605) полк,49th-machine-gun---artillery-regiment,49-й кулеметно - артилерійський полк,ffff,18-я пулемётно-артиллерийская дивизия,18th-Machlement--Artillery-Division,18-та кулементно -артилерійська дивізія,68-й армейский корпус,68th-Army-Corps,68-й армійський корпус,Східний військовий округ,Армія РФ,в/ч 71436,Горячие Ключи,Cахалинская область,52.04327062420963,143.083430027038,Yes,Україна,30.530483275709077,50.43818733707441,
ffff,ffff,ffff,управление,ffff,39-я отдельная мотострелковая краснознамённая бригада,39th-Separate-Motorized-Rifle-Brigade,39-та окрема мотострілецька бригада,39 омсбр.,ffff,Army-subordination,Армійського підпорядкування,68-й армейский корпус,68th-Army-Corps,68-й армійський корпус,Східний військовий округ,Армія РФ,в/ч 35390,г. Южно-Сахалинск,Cахалинская область,46.94769832577756,142.73729002053275,Yes,Україна,30.530483275708978,50.43818733707345,https://www.facebook.com/chernihiv.kisel/posts/2859153377719036
ffff,ffff,ffff,управление,ffff,83-я отдельная гвардейская десантно-штурмовая бригада,83rd-Separate-Guards-Airborne-Stock-Brigade,83-тя окрема гвардійська десантно-штурмова бригада,83 гв. одшбр.,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Східний військовий округ,Армія РФ,в/ч 71289,г. Уссурийск.,Приморский край,43.8260569,131.9197259,Yes,Україна,30.530483275709077,50.43818733707443,
